Fiscal_Year,Amount
2022,1327
2022,212453
2022,7602
2022,16464
2022,2168626
2022,766
2022,7114
2022,783
2022,4323
2022,60
2022,8367
2022,3851
2022,176817
2022,618813
2022,22484
2022,460388
2022,62869
2022,14940
2022,79464
2022,47994
2022,1918
2022,2283193
2022,106751
2022,20626
2022,555
2022,18
2022,1400
2022,3838
2022,1877
2022,1089
2022,789
2022,183
2022,3484
2022,1077
2022,4167
2022,98
2022,1264
2022,1965
2022,114
2022,1139
2022,114
2022,783
2022,2125
2022,4876
2022,62
2022,849
2022,55
2022,90
2022,-849
2022,193805
2022,17920885
2022,275475
2022,927048
2022,27776
2022,2243
2022,2738
2022,46736
2022,122649
2022,686
2022,347907
2022,88048
2022,3343799
2022,296608
2022,13303
2022,969826
2022,46535
2022,45676
2022,34118
2022,255
2022,2382
2022,3523
2022,865691
2022,231136
2022,7597
2022,232096
2022,135135
2022,20539
2022,99399
2022,25049
2022,1015870
2022,1432
2022,82
2022,31418
2022,2595
2022,38362
2022,2187
2022,667827
2022,73600
2022,199429
2022,5953
2022,18258
2022,8701
2022,674482
2022,515
2022,59693
2022,3185743
2022,3904767
2022,6471
2022,580653
2022,243126
2022,70260
2022,82214
2022,2572470
2022,53113
2022,28083
2022,5529
2022,32948
2022,144728
2022,1277
2022,372
2022,2428737
2022,949
2022,16596
2022,2212789
2022,61
2022,176543
2022,248
2022,1841
2022,67
2022,117324
2022,3093
2022,1499
2022,11486
2022,42
2022,676
2022,23627
2022,1301
2022,44
2022,301
2022,56553
2022,798
2022,6296
2022,20
2022,418
2022,32144
2022,286
2022,471
2022,175
2022,1175
2022,501
2022,280
2022,1824
2022,4420
2022,138
2022,150
2022,2844
2022,2070
2022,534
2022,81
2022,72
2022,1134
2022,32
2022,1000
2022,28
2022,-1000
2022,343981
2022,19799966
2022,313489
2022,1349648
2022,1654
2022,20513
2022,1416
2022,13089
2022,53443
2022,14
2022,8688
2022,13787
2022,511
2022,321471
2022,142538
2022,597
2022,102
2022,10605
2022,350
2022,161
2022,450
2022,3890
2022,17663
2022,1984
2022,1198
2022,2848
2022,1141
2022,8260
2022,17656
2022,15495
2022,6757
2022,21252
2022,61
2022,10596
2022,144
2022,2776
2022,198102
2022,6774
2022,941
2022,23236
2022,3333
2022,250
2022,286800
2022,3164
2022,8653
2022,2232
2022,1196
2022,1286
2022,1465
2022,1198
2022,1504
2022,40
2022,153
2022,7641
2022,3854
2022,67
2022,1197
2022,1898
2022,2559
2022,5134
2022,2019
2022,2616
2022,1434
2022,5124
2022,36017
2022,128
2022,559
2022,2698
2022,639
2022,1946
2022,902
2022,1305
2022,100
2022,44
2022,105038
2022,127
2022,60
2022,2083
2022,5595
2022,499
2022,41
2022,6529
2022,-902
2022,457222
2022,50
2022,56
2022,24698
2022,169879
2022,12710
2022,62
2022,459
2022,3177
2022,22543651
2022,2419
2022,314
2022,2409
2022,1921
2022,279551
2022,362
2022,24
2022,382251
2022,1049
2022,57
2022,789
2022,1391
2022,5049
2022,11822
2022,984
2022,30
2022,794
2022,33169
2022,720
2022,117
2022,-789
2022,-159
2022,4956
2022,305
2022,-984
2022,59
2022,367960
2022,3329
2022,-50952
2022,68238
2022,285
2022,25985899
2022,367960
2022,351070
2022,9
2022,3953
2022,218214
2022,27948090
2022,18480753
2022,5
2022,2065822
2022,309143
2022,225257
2022,30
2022,422
2022,2126051
2022,269016
2022,23640
2022,31994289
2022,28190
2022,866086
2022,307131
2022,6189
2022,21091
2022,4091
2022,92156
2022,13875
2022,15203
2022,23306
2022,450668
2022,22094
2022,262
2022,52742
2022,7347
2022,1340
2022,7747
2022,48786
2022,46520
2022,20
2022,437
2022,31817
2022,68984
2022,279
2022,2943
2022,5944
2022,521494
2022,73905
2022,-782
2022,94722
2022,76753
2022,215102
2022,247424
2022,194978
2022,3500
2022,55
2022,449
2022,11564
2022,138198
2022,17300
2022,23037
2022,3339
2022,27
2022,31
2022,942
2022,-4246
2022,4458
2022,5086
2022,2653
2022,3624
2022,7834
2022,10748
2022,31761
2022,31291
2022,1527
2022,77
2022,505
2022,573
2022,2574
2022,694
2022,1761
2022,1023
2022,524
2022,13514
2022,117
2022,991
2022,30
2022,4515
2022,98389
2022,8501
2022,42739
2022,349423
2022,100308
2022,420412
2022,658
2022,210937
2022,-8501
2022,252126
2022,168688
2022,159103
2022,5441
2022,266300
2022,36585
2022,288
2022,2395
2022,746
2022,7000
2022,4790
2022,7125
2022,1969
2022,2668
2022,47652
2022,366359
2022,771
2022,9401
2022,1552949
2022,13999
2022,279194
2022,3194
2022,396
2022,27189
2022,138004
2022,428751
2022,40
2022,4622
2022,656
2022,34473
2022,7000
2022,128312
2022,8566
2022,191387
2022,99
2022,17
2022,563
2022,975
2022,1361630
2022,696
2022,6
2022,76042
2022,2394
2022,41448
2022,130
2022,10222
2022,99
2022,218
2022,127007
2022,10804
2022,61816
2022,425
2022,2595
2022,699
2022,1277
2022,728
2022,30
2022,264403
2022,1337697
2022,9354
2022,11100
2022,5
2022,26740
2022,8910
2022,40982
2022,20872
2022,2659
2022,56511
2022,6725
2022,165592
2022,8945
2022,556
2022,1241
2022,28399
2022,20549
2022,300
2022,57
2022,660
2022,3052
2022,73829
2022,2177
2022,230
2022,27
2022,7232
2022,311
2022,453067
2022,701087
2022,17911
2022,8048
2022,36444
2022,7
2022,5082
2022,666
2022,12051
2022,66692
2022,5039
2022,395
2022,1439
2022,5
2022,1665
2022,36432
2022,15825
2022,126595
2022,66
2022,62
2022,3979
2022,26055
2022,6682
2022,315224
2022,3593
2022,3609
2022,600
2022,3927
2022,3194
2022,36833
2022,13
2022,10499
2022,71574
2022,358424
2022,418885
2022,3712
2022,1338
2022,51865
2022,9555
2022,1395
2022,210565
2022,920816
2022,350
2022,333
2022,194186
2022,2014
2022,446550
2022,106889
2022,784361
2022,600
2022,6036
2022,1105797
2022,9239
2022,80797
2022,50
2022,170809
2022,255
2022,1443
2022,5098
2022,3401512
2022,261881
2022,3447
2022,1663
2022,207
2022,230
2022,257164
2022,562405
2022,30461
2022,529
2022,30
2022,5
2022,-3093
2022,334245
2022,8384
2022,-539
2022,2528
2022,15511
2022,10519
2022,2061
2022,3593
2022,12199
2022,5890
2022,10499
2022,35632
2022,15070
2022,58542
2022,154016
2022,5196
2022,3227
2022,736
2022,806
2022,5783
2022,155
2022,401
2022,17923
2022,5046
2022,15727
2022,20
2022,15025
2022,146
2022,391
2022,2458
2022,23
2022,5566
2022,103686
2022,1198
2022,58978
2022,108
2022,23082
2022,405121
2022,151201
2022,106815
2022,414842
2022,1984
2022,360
2022,3747
2022,1873418
2022,406
2022,259541
2022,878187
2022,77395
2022,7015827
2022,2482
2022,33045
2022,431754
2022,1692
2022,548
2022,23892
2022,124
2022,77
2022,114399
2022,4711
2022,62378
2022,571
2022,34642
2022,820
2022,758098
2022,3998
2022,675
2022,532144
2022,5168
2022,175
2022,95907
2022,183911
2022,4124
2022,931
2022,1620
2022,23921
2022,332662
2022,11525
2022,29
2022,375
2022,8921
2022,479508
2022,2824135
2022,134
2022,1501
2022,25480
2022,103344
2022,226755
2022,2979
2022,385
2022,4668
2022,175531
2022,21153
2022,656
2022,1176
2022,372
2022,895
2022,22894
2022,81
2022,126
2022,4834
2022,1610
2022,120192
2022,1319
2022,296
2022,43572
2022,6
2022,4939
2022,150
2022,4231
2022,26
2022,1107
2022,-2406
2022,22346
2022,2577
2022,23238
2022,12063
2022,343939
2022,5716
2022,1013
2022,270
2022,1626
2022,12303
2022,67174
2022,1860
2022,380
2022,69
2022,966417
2022,14038
2022,10136
2022,1627
2022,14484
2022,1832
2022,452
2022,4790
2022,1245
2022,198993
2022,413
2022,12276
2022,9395
2022,21
2022,72
2022,1439
2022,260
2022,3529
2022,2601
2022,17424
2022,839
2022,3704
2022,13999
2022,77
2022,61
2022,8577
2022,5633
2022,27344
2022,1000
2022,220
2022,510
2022,8987
2022,60
2022,8792
2022,1457
2022,69607
2022,-1000
2022,877
2022,6728
2022,123887
2022,367612
2022,27
2022,4664
2022,23589436
2022,552
2022,283285
2022,177
2022,1861831
2022,6220
2022,7807
2022,416
2022,98
2022,1800
2022,25059
2022,782
2022,2035
2022,5609
2022,60
2022,738
2022,2376
2022,2111
2022,660
2022,405745
2022,248418
2022,5029
2022,4954
2022,2738
2022,263575
2022,35178
2022,325891
2022,1718
2022,4074823
2022,3514
2022,1159952
2022,20353
2022,1465812
2022,10340
2022,11048
2022,-418
2022,706
2022,1033
2022,4275
2022,1816
2022,756
2022,32433
2022,9843
2022,25060
2022,423
2022,2339
2022,3697
2022,1386
2022,69
2022,1253
2022,23
2022,51
2022,151022
2022,1179731
2022,8219799
2022,10670
2022,10105
2022,2367
2022,61263
2022,20621
2022,1251
2022,47806
2022,2566
2022,13056
2022,54146
2022,218
2022,28881
2022,94260
2022,152133
2022,14831
2022,133560
2022,210
2022,42859
2022,377984
2022,512
2022,153202
2022,842757
2022,2511
2022,124
2022,4567
2022,314
2022,18975
2022,107
2022,4376
2022,264
2022,37
2022,279
2022,184472
2022,4324527
2022,176457
2022,227596
2022,1509
2022,18851
2022,26283
2022,2816
2022,0
2022,960
2022,151022
2022,2565
2022,3856880
2022,159
2022,127
2022,1528
2022,113665
2022,3301
2022,217101
2022,611
2022,1334
2022,6103
2022,191427
2022,3041
2022,154370
2022,255
2022,6200
2022,20
2022,25235
2022,163798
2022,73974
2022,931
2022,174773
2022,262
2022,8925
2022,6681
2022,0
2022,20352
2022,4415
2022,52643
2022,3078
2022,16543
2022,20273
2022,36
2022,2618
2022,3500
2022,68625
2022,13051
2022,5445
2022,105727
2022,374897
2022,547145
2022,19935
2022,22544
2022,45107
2022,107950
2022,46378
2022,184281
2022,314945
2022,139163
2022,453353
2022,2304589
2022,287409
2022,22853
2022,290
2022,33075
2022,3050
2022,59938
2022,21839
2022,4345
2022,1699
2022,8642
2022,4165
2022,95
2022,16673
2022,61487
2022,214
2022,15300
2022,2225
2022,418
2022,939
2022,27
2022,391
2022,4498
2022,382
2022,1151
2022,7922
2022,1194806
2022,270471
2022,467932
2022,1626623
2022,194734
2022,135416
2022,107
2022,11790
2022,200
2022,889762
2022,24223
2022,238541
2022,391
2022,37488
2022,871
2022,1695
2022,2677
2022,37842
2022,62777
2022,358
2022,7604
2022,35418
2022,153878
2022,790
2022,7653
2022,325409
2022,2139
2022,17985
2022,170660
2022,1019
2022,181180
2022,18529
2022,398066
2022,105
2022,6700
2022,372
2022,206
2022,16376
2022,76
2022,92
2022,3326
2022,5022
2022,1425
2022,350
2022,533
2022,96
2022,40555
2022,-47795
2022,-439758
2022,94
2022,-3479400
2022,-28593
2022,-18642
2022,-906672
2022,374185
2022,674687
2022,8981
2022,27535
2022,27
2022,683
2022,966
2022,570
2022,11835
2022,12601
2022,36893
2022,123307
2022,2204
2022,9
2022,2490
2022,17078
2022,41
2022,16199
2022,11692
2022,1159
2022,27742
2022,54
2022,34978
2022,783
2022,2536
2022,4338
2022,9659
2022,94
2022,31266
2022,92
2022,155
2022,503005
2022,7510
2022,195567
2022,28064
2022,5988
2022,91130
2022,17499
2022,611
2022,84599
2022,18961
2022,2071
2022,89837
2022,1143
2022,341852
2022,65
2022,4875
2022,24
2022,3628
2022,10446
2022,511
2022,23
2022,305
2022,1296
2022,9544
2022,33670
2022,4186
2022,1873
2022,1421
2022,3269710
2022,751
2022,17122
2022,103787
2022,5
2022,206438
2022,30
2022,52540
2022,24364
2022,6
2022,314679
2022,64792
2022,853
2022,2511
2022,7380915
2022,300
2022,547619
2022,81
2022,479859
2022,46516
2022,14349
2022,3401
2022,-2539
2022,153685
2022,72
2022,45
2022,1417194
2022,27307
2022,19387
2022,1379
2022,16633
2022,19798
2022,605
2022,745
2022,1224
2022,841
2022,543
2022,1861
2022,1667
2022,6468
2022,3
2022,9335
2022,15
2022,3617
2022,2193
2022,-2065
2022,306
2022,2406
2022,714
2022,7979
2022,2719
2022,23
2022,22
2022,1801142
2022,10576
2022,54212
2022,24103
2022,89
2022,6263
2022,471
2022,1495
2022,3851
2022,133909
2022,5232
2022,2182
2022,958
2022,45109
2022,329483
2022,28566
2022,26567
2022,6863
2022,10
2022,16076
2022,6383
2022,6334
2022,3833
2022,1947
2022,11437
2022,4894
2022,57243
2022,1149
2022,1449
2022,5547
2022,3040
2022,599
2022,3151
2022,109
2022,3017
2022,1367
2022,2050
2022,98
2022,391
2022,1089
2022,1215
2022,5
2022,25872
2022,182
2022,18725
2022,6752
2022,67553
2022,5434
2022,11227
2022,9670
2022,130704
2022,1556
2022,16642
2022,30
2022,41154
2022,3839
2022,353307
2022,9
2022,2757
2022,4465
2022,31636
2022,31963
2022,369969
2022,480
2022,1746
2022,10738021
2022,70032
2022,69
2022,878057
2022,895366
2022,13070
2022,1887366
2022,600209
2022,9587412
2022,722
2022,9068
2022,26955
2022,52975
2022,11248
2022,173351
2022,946
2022,7157
2022,1424
2022,1659
2022,6263
2022,77607
2022,23044
2022,8089
2022,14659
2022,2756
2022,60377
2022,243411
2022,4649
2022,6325
2022,979
2022,41
2022,27
2022,403
2022,812
2022,535
2022,17598
2022,1392493
2022,56420354
2022,6607980
2022,5625930
2022,5538
2022,29862
2022,13017
2022,847
2022,4782
2022,94270
2022,11421
2022,2592
2022,2345720
2022,2701247
2022,1325451
2022,1595186
2022,56428
2022,49173
2022,52464
2022,2683
2022,15586
2022,5713
2022,565713
2022,92113
2022,84888
2022,4318
2022,1651673
2022,261116
2022,243982
2022,10505
2022,7196482
2022,706452
2022,558586
2022,90659
2022,4520
2022,2050
2022,6664
2022,6966
2022,7734
2022,37670
2022,296749
2022,710
2022,16823
2022,132585
2022,310895
2022,123
2022,71078
2022,444302
2022,17528
2022,11639
2022,75346
2022,74904
2022,483
2022,63881
2022,22595
2022,18896
2022,1009
2022,302
2022,1816
2022,212
2022,799
2022,2744
2022,236345
2022,1545
2022,925324
2022,4746
2022,70574
2022,1969
2022,269795
2022,33
2022,19433
2022,793
2022,1367657
2022,1541
2022,20049
2022,193290
2022,2267
2022,4859
2022,2450
2022,206597
2022,477996
2022,2344
2022,46
2022,41627
2022,11300
2022,11982
2022,13194869
2022,36681
2022,131
2022,342
2022,12
2022,230
2022,30
2022,-1982
2022,0
2022,486517
2022,4612929
2022,2145071
2022,33416
2022,12578
2022,21003
2022,137370
2022,39557
2022,6659
2022,186
2022,88
2022,3515
2022,7749
2022,23747
2022,226763
2022,89
2022,83938
2022,4764
2022,243739
2022,11906
2022,822336
2022,4472
2022,1030
2022,612571
2022,885
2022,589726
2022,14422
2022,25213
2022,72340
2022,57
2022,2149
2022,105170
2022,3936
2022,59092
2022,47501
2022,30987
2022,125
2022,474457
2022,4773
2022,11957
2022,6944
2022,243
2022,22202
2022,2195
2022,11868
2022,26075
2022,260
2022,210549
2022,91584
2022,502
2022,1158
2022,64786
2022,16186
2022,6713435
2022,16
2022,984
2022,6096
2022,125
2022,1611
2022,377017
2022,1368
2022,7928
2022,13225
2022,1319
2022,184173
2022,224
2022,87732
2022,250383
2022,29103
2022,30
2022,3402912
2022,3914
2022,-828592
2022,793760
2022,193495
2022,969
2022,350179
2022,3079
2022,964
2022,50452
2022,1869
2022,184472
2022,1254003
2022,48299
2022,16545
2022,327125
2022,13037
2022,45052
2022,165985
2022,5976
2022,173068
2022,15882
2022,544932
2022,9946
2022,2258
2022,17849
2022,3337
2022,1410
2022,59017
2022,118528
2022,5506
2022,11736
2022,14787
2022,90
2022,777
2022,11887
2022,14346
2022,3408
2022,193469
2022,8869
2022,1017
2022,14697
2022,2748
2022,8
2022,8720
2022,3890
2022,43178
2022,1371
2022,38527
2022,2876
2022,52886
2022,32994
2022,11182
2022,2532
2022,40617
2022,3060
2022,7527
2022,191062
2022,5052
2022,2785
2022,3117
2022,2491
2022,47379
2022,42606
2022,115568
2022,4830
2022,8973
2022,545
2022,689
2022,3222
2022,2833
2022,5729
2022,12704
2022,3367
2022,3747
2022,2395
2022,631
2022,162
2022,421150
2022,699
2022,1218
2022,16772
2022,2016
2022,215141
2022,165
2022,267
2022,7000
2022,391
2022,158180
2022,12323
2022,176940
2022,2902
2022,1268
2022,20835
2022,91794
2022,484
2022,405
2022,2066
2022,915
2022,94722
2022,29525
2022,13584
2022,1323
2022,417
2022,149519
2022,7296
2022,331910
2022,2138
2022,10380
2022,269583
2022,176
2022,2159
2022,716
2022,-1119950
2022,1949
2022,48666
2022,600
2022,1476
2022,25603
2022,-1544952
2022,12252
2022,775
2022,4360
2022,2300
2022,-7755
2022,-485690
2022,572462
2022,4603
2022,-157076
2022,-142198
2022,3252
2022,4338119
2022,783
2022,3785
2022,103778
2022,308115
2022,530
2022,253
2022,898
2022,2119741
2022,30
2022,1816
2022,4494
2022,6101916
2022,5
2022,265237
2022,4692
2022,348
2022,4277675
2022,261
2022,873
2022,103686
2022,1198
2022,15745
2022,45991
2022,0
2022,-182948
2022,23163
2022,191240
2022,967
2022,22823
2022,309035
2022,3718
2022,235
2022,2105452
2022,23
2022,171870
2022,25862
2022,13701
2022,26643
2022,1043
2022,3519
2022,2864
2022,20795
2022,3500
2022,30738
2022,-113
2022,7008
2022,33583
2022,1542
2022,2668
2022,976
2022,59817
2022,22759
2022,75
2022,84240
2022,18026
2022,3593
2022,42
2022,1554
2022,10605
2022,10325
2022,20088
2022,348
2022,1198
2022,4587
2022,62282
2022,4911
2022,61516
2022,1198
2022,1390
2022,10499
2022,3830
2022,96859
2022,2082
2022,797
2022,88211
2022,3500
2022,119907
2022,149
2022,12223
2022,3500
2022,570
2022,1939
2022,98
2022,55984
2022,4623
2022,11332
2022,20440
2022,576
2022,7784
2022,1326
2022,155
2022,125990
2022,100000
2022,8011
2022,83
2022,346169
2022,14480
2022,484
2022,161
2022,600
2022,41703
2022,4168
2022,1146
2022,8343
2022,348
2022,60
2022,-44557166
2022,-644960
2022,-141
2022,-2987
2022,94722
2022,312231
2022,572977
2022,9120
2022,3
2022,3855
2022,3157
2022,567
2022,769
2022,4312
2022,7667
2022,44753
2022,6333
2022,1198
2022,18389
2022,3500
2022,118765
2022,10344
2022,985
2022,178
2022,1679
2022,1970
2022,754
2022,81
2022,1045
2022,254
2022,1438
2022,36
2022,89806
2022,170809
2022,10408117
2022,117383
2022,75836
2022,870
2022,1079
2022,554
2022,3589
2022,3764
2022,1968
2022,34304
2022,138
2022,174626
2022,5474
2022,14569
2022,138570
2022,50
2022,1994
2022,28023
2022,42982
2022,22055
2022,33916
2022,1105
2022,403
2022,2582
2022,8
2022,72603
2022,3716
2022,4409
2022,15332
2022,36114
2022,3593
2022,6518
2022,46203
2022,260
2022,5523
2022,116131
2022,17299
2022,99311
2022,560
2022,113382
2022,464
2022,61505
2022,10489
2022,30057
2022,879
2022,29375
2022,327
2022,5577
2022,2459
2022,950
2022,3820
2022,41
2022,143156
2022,1500
2022,-9250
2022,-15847
2022,369969
2022,5413226
2022,1330089
2022,1045
2022,6460
2022,6029
2022,24463
2022,3703
2022,5339
2022,10493
2022,916
2022,386511
2022,1963828
2022,464808
2022,62636
2022,288180
2022,41788
2022,55518
2022,21244
2022,161957
2022,61625
2022,701994
2022,137559
2022,15073
2022,2628
2022,29523
2022,225701
2022,47042
2022,133678
2022,24580
2022,4247
2022,77404
2022,10499
2022,143
2022,53359
2022,212433
2022,33378
2022,6325
2022,469679
2022,563
2022,-20000
2022,681491
2022,23911
2022,176041
2022,204001
2022,13305
2022,199160
2022,1302
2022,14658
2022,155473
2022,3057
2022,876
2022,49469
2022,104707
2022,3155
2022,2731
2022,18603
2022,426
2022,15657
2022,2752
2022,608
2022,766220
2022,-152134
2022,7557
2022,8029
2022,305953
2022,1084
2022,466889
2022,170809
2022,429
2022,3159
2022,8200
2022,1198
2022,29170
2022,347
2022,17485
2022,24643
2022,19824
2022,105910
2022,894
2022,384560
2022,17527
2022,11948
2022,77758
2022,36206
2022,1519
2022,53840
2022,341
2022,9956
2022,274
2022,593
2022,1777
2022,260967
2022,838
2022,392
2022,14542
2022,603
2022,6765
2022,89
2022,-720
2022,120206
2022,3600450
2022,235382
2022,6232
2022,14287
2022,9238
2022,530
2022,330621
2022,238578
2022,409
2022,111
2022,1320363
2022,597
2022,3245
2022,3500
2022,18074
2022,382
2022,19700
2022,2334
2022,12476257
2022,6777
2022,1320
2022,112
2022,11641
2022,375240
2022,198
2022,29904
2022,1396
2022,30
2022,22031
2022,114945
2022,5372
2022,19435
2022,3950
2022,170809
2022,41683
2022,102
2022,584359
2022,9117792
2022,5758
2022,13054
2022,2107
2022,1455042
2022,246449
2022,1149
2022,325555
2022,31434
2022,13
2022,-178
2022,16882
2022,12356
2022,9004
2022,419171
2022,200
2022,18331
2022,144012
2022,3984312
2022,42743520
2022,1333
2022,20830
2022,39630
2022,890
2022,35
2022,2615
2022,18982
2022,8876
2022,42
2022,229355
2022,3370
2022,42630
2022,11374
2022,-1466
2022,467
2022,3491
2022,364503
2022,135111
2022,10169
2022,1639
2022,321479
2022,2449
2022,47
2022,1171642
2022,9862
2022,690260
2022,206
2022,2397
2022,1210633
2022,296
2022,994
2022,299
2022,116938
2022,5
2022,1612
2022,176394
2022,3451
2022,8339
2022,2281
2022,5726
2022,1899
2022,1046
2022,391
2022,126367
2022,2408
2022,885921
2022,6139
2022,5417
2022,6356
2022,13039
2022,4010
2022,1724
2022,541
2022,11630
2022,-112500
2022,4947497
2022,70056
2022,248160
2022,3143
2022,69771
2022,12326
2022,49
2022,11033
2022,14331
2022,83417
2022,197945
2022,373
2022,4844
2022,19640
2022,86552
2022,527
2022,346640
2022,30
2022,22628
2022,402343
2022,87285
2022,368321
2022,697
2022,1127373
2022,4545877
2022,14830
2022,253272
2022,70056
2022,4916
2022,1281
2022,65740
2022,23049
2022,656200
2022,1579144
2022,1682
2022,2454
2022,21
2022,37095
2022,1158140
2022,10722
2022,5733
2022,19728
2022,143579
2022,1200
2022,10886
2022,233
2022,29794
2022,28623
2022,1900710
2022,1589
2022,469
2022,52
2022,65243
2022,38411
2022,11203
2022,13947
2022,156001
2022,41532
2022,1034
2022,60511
2022,3869
2022,1090
2022,71097
2022,5009496
2022,46533
2022,5051
2022,105
2022,1655
2022,163
2022,242
2022,135985
2022,18786
2022,4768
2022,11469
2022,553591
2022,513
2022,8999
2022,418
2022,1331
2022,153
2022,-92378
2022,158830
2022,15824
2022,829
2022,4755
2022,837713
2022,10000
2022,-2
2022,66900
2022,-638250
2022,18325
2022,-2391331
2022,24972
2022,31539
2022,15098
2022,1368
2022,109204
2022,-456633
2022,6293
2022,148990
2022,138447
2022,34703
2022,5570
2022,2824
2022,-336674
2022,9880
2022,22356
2022,10265
2022,38005
2022,3137
2022,5808
2022,1760
2022,3455
2022,-1176077
2022,84638
2022,1925
2022,-86603
2022,24011
2022,2766
2022,641
2022,55943
2022,3000
2022,15372
2022,10000
2022,2011
2022,50827
2022,-165038
2022,2816
2022,59078
2022,15714
2022,1274
2022,14014
2022,38260
2022,12161
2022,6120
2022,-581980
2022,72147
2022,-72147
2022,128
2022,7066
2022,23784
2022,653
2022,11404
2022,9003
2022,81048
2022,283227
2022,14478
2022,199160
2022,385
2022,-574571
2022,48131
2022,-143471
2022,1198
2022,39992
2022,4790
2022,116242
2022,299380
2022,3500
2022,1059027
2022,140700
2022,554596
2022,1942263
2022,1826
2022,1344
2022,1756
2022,1473
2022,6
2022,946
2022,59
2022,263100
2022,151000
2022,21178
2022,314
2022,628
2022,1764
2022,192
2022,2262
2022,6613
2022,61605
2022,1122617
2022,230
2022,2318
2022,1390
2022,3750
2022,6793
2022,3386
2022,152
2022,150
2022,1610
2022,30
2022,20000
2022,5475
2022,8319
2022,729
2022,300
2022,349
2022,-206069
2022,13673
2022,27180
2022,51155
2022,11214
2022,386
2022,541
2022,386
2022,303
2022,690
2022,820
2022,1725
2022,1234
2022,2947
2022,24982
2022,-138642
2022,171982
2022,37975
2022,58
2022,-501272
2022,166478
2022,11101
2022,-2577562
2022,25092318
2022,13999
2022,31389
2022,78916
2022,720
2022,613309
2022,257459
2022,32419
2022,-154697
2022,6505
2022,4737
2022,5154
2022,3082
2022,21641
2022,45
2022,117209
2022,145446
2022,2289
2022,863
2022,929
2022,2340
2022,1130
2022,32959
2022,8677
2022,198970
2022,304
2022,17150
2022,3
2022,6266
2022,304
2022,48
2022,213
2022,16033
2022,2395
2022,256
2022,3940
2022,6756
2022,85558
2022,16682
2022,509
2022,178017
2022,67
2022,-240223
2022,6935
2022,9718
2022,10277
2022,9780
2022,35553
2022,8954
2022,3952
2022,2598
2022,116
2022,1545
2022,-1066225
2022,165000
2022,-165000
2022,21365
2022,2982
2022,14195
2022,-1762209
2022,1170
2022,8499
2022,29555
2022,17876
2022,147
2022,1115
2022,-708405
2022,38556
2022,81715
2022,5
2022,356672
2022,85774
2022,7856
2022,4904
2022,766
2022,657
2022,2076
2022,1811
2022,3484
2022,8698
2022,1430
2022,5778
2022,4505
2022,-620411
2022,12016
2022,23094
2022,2737
2022,117
2022,1806
2022,831
2022,105987
2022,9855
2022,1025925
2022,138886
2022,79293
2022,121817
2022,1462
2022,252621
2022,4801
2022,2469
2022,3797
2022,-351293
2022,27907
2022,425468
2022,20068
2022,11108
2022,380667
2022,25002
2022,597
2022,20285
2022,23761
2022,135
2022,14844
2022,8178
2022,-390158
2022,1079
2022,22381
2022,11054
2022,200633
2022,246
2022,43105
2022,1225863
2022,15800
2022,370
2022,20442
2022,19876
2022,1824
2022,4250
2022,-8000
2022,996
2022,3511
2022,40317
2022,3063
2022,11956
2022,2779673
2022,2590522
2022,24717
2022,22
2022,54754
2022,1281
2022,50439
2022,15434
2022,1954
2022,9369
2022,2323
2022,3435
2022,19602
2022,50
2022,3700
2022,173166
2022,14
2022,30000
2022,518284
2022,6557
2022,9624
2022,39
2022,1140
2022,2945
2022,59794
2022,-395240
2022,42975
2022,20175
2022,481034
2022,3621
2022,3337
2022,54911
2022,424800
2022,40093
2022,95878
2022,-841496
2022,624
2022,591165
2022,25115
2022,230517
2022,2000
2022,31565
2022,73389
2022,348745
2022,4453
2022,1018700
2022,318298
2022,-777323
2022,5967
2022,-4198
2022,3536
2022,3957
2022,14672
2022,-115187
2022,1709
2022,750
2022,1427538
2022,305
2022,1862
2022,21388
2022,454739
2022,24235
2022,364
2022,32875
2022,244566
2022,9592
2022,374039
2022,-147952
2022,289679
2022,9057
2022,98239
2022,28473
2022,17900
2022,1752
2022,486
2022,115300
2022,3352
2022,707
2022,49210
2022,571156
2022,4897
2022,30
2022,1288
2022,544600
2022,1495
2022,53424
2022,109901
2022,1415
2022,3497
2022,228122
2022,17109
2022,252558
2022,723
2022,3027
2022,5
2022,63610
2022,724
2022,107100
2022,-220644
2022,27501
2022,234670
2022,1604300
2022,7400
2022,152215
2022,1994000
2022,180100
2022,544600
2022,96654
2022,191457
2022,2045
2022,18945
2022,1131
2022,193
2022,293
2022,1329
2022,7410
2022,-13636
2022,-13830
2023,94200
2023,500
2023,1500
2023,4600
2023,7800
2023,60000
2023,15000
2023,200
2023,5100
2023,100000
2023,165400
2023,100
2023,1900
2023,20000
2023,200
2023,21200
2023,7500
2023,18000
2023,31000
2023,4900
2023,1800
2023,17000
2023,152600
2023,400100
2023,600
2023,7600
2023,7600
2023,2600
2023,2600
2023,14500
2023,52800
2023,400
2023,6600
2023,18900
2023,100
2023,100
2023,600
2023,1700
2023,600
2023,3500
2023,17400
2023,364000
2023,4767100
2023,550900
2023,500
2023,3400
2023,39700
2023,1300
2023,1200
2023,54600
2023,24667000
2023,1036500
2023,618200
2023,405600
2023,1006600
2023,165200
2023,600800
2023,1526200
2023,1192900
2023,194900
2023,3561100
2023,267800
2023,262700
2023,726200
2023,32552000
2023,13561300
2023,2531700
2023,226000
2023,410600
2023,2554800
2023,6098700
